text,label_manual
Barang ini cukup buruk.,Negatif
Pelayanannya agak halus.,Positif
Barang ini terlalu mantap.,Positif
Produknya lumayan cepat.,Positif
Paketnya benar-benar memuaskan.,Positif
Paketnya lumayan keren.,Positif
Pelayanannya cukup keren.,Positif
Pelayanannya terlalu mengecewakan.,Negatif
Pelayanannya terlalu lambat.,Negatif
Bahannya lumayan keren.,Positif
Pelayanannya agak rusak.,Negatif
Barang ini lumayan rusak.,Negatif
Bahannya lumayan kasar.,Negatif
Barang ini terlalu rusak.,Negatif
Paketnya agak penyok.,Negatif
Produknya benar-benar jelek.,Negatif
Bahannya cukup penyok.,Negatif
Barang ini sangat original.,Positif
Barang ini sangat rusak.,Negatif
Paketnya cukup penyok.,Negatif
Produknya agak kasar.,Negatif
Bahannya benar-benar bagus.,Positif
Paketnya benar-benar buruk.,Negatif
Kualitasnya benar-benar kasar.,Negatif
Paketnya sangat palsu.,Negatif
Pelayanannya sangat rapi.,Positif
Pengirimannya lumayan jelek.,Negatif
Pelayanannya terlalu bagus.,Positif
Produknya cukup buruk.,Negatif
Pengirimannya benar-benar memuaskan.,Positif
Pengirimannya agak bagus.,Positif
Pengirimannya sangat palsu.,Negatif
Pengirimannya lumayan oke.,Positif
Pelayanannya sangat buruk.,Negatif
Barang ini terlalu palsu.,Negatif
Pelayanannya benar-benar cepat.,Positif
Paketnya agak memuaskan.,Positif
Kualitasnya cukup palsu.,Negatif
Paketnya terlalu mengecewakan.,Negatif
Pelayanannya cukup penyok.,Negatif
Paketnya sangat bagus.,Positif
Bahannya terlalu lambat.,Negatif
Kualitasnya agak rusak.,Negatif
Bahannya cukup penyok.,Negatif
Kualitasnya cukup memuaskan.,Positif
Produknya benar-benar buruk.,Negatif
Barang ini agak penyok.,Negatif
Barang ini agak palsu.,Negatif
Pelayanannya benar-benar rapi.,Positif
Bahannya agak jelek.,Negatif
Pelayanannya terlalu mantap.,Positif
Barang ini agak memuaskan.,Positif
Produknya terlalu cepat.,Positif
Pengirimannya terlalu lambat.,Negatif
Kualitasnya sangat halus.,Positif
Pelayanannya agak oke.,Positif
Kualitasnya agak jelek.,Negatif
Pengirimannya terlalu bagus.,Positif
Pelayanannya benar-benar memuaskan.,Positif
Pengirimannya terlalu oke.,Positif
Pelayanannya agak kasar.,Negatif
Barang ini lumayan rusak.,Negatif
Produknya lumayan palsu.,Negatif
Pelayanannya sangat buruk.,Negatif
Paketnya sangat cepat.,Positif
Produknya benar-benar rapi.,Positif
Barang ini benar-benar lambat.,Negatif
Paketnya agak penyok.,Negatif
Barang ini agak palsu.,Negatif
Produknya lumayan original.,Positif
Bahannya lumayan original.,Positif
Pengirimannya lumayan mengecewakan.,Negatif
Pengirimannya sangat jelek.,Negatif
Paketnya sangat lambat.,Negatif
Paketnya benar-benar rapi.,Positif
Barang ini benar-benar memuaskan.,Positif
Paketnya sangat mengecewakan.,Negatif
Kualitasnya lumayan memuaskan.,Positif
Paketnya sangat lambat.,Negatif
Paketnya benar-benar kasar.,Negatif
Barang ini sangat jelek.,Negatif
Produknya benar-benar lambat.,Negatif
Barang ini cukup halus.,Positif
Kualitasnya benar-benar cepat.,Positif
Paketnya agak buruk.,Negatif
Pengirimannya lumayan palsu.,Negatif
Paketnya agak oke.,Positif
Pelayanannya terlalu halus.,Positif
Barang ini sangat jelek.,Negatif
Barang ini lumayan penyok.,Negatif
Bahannya benar-benar buruk.,Negatif
Pengirimannya cukup palsu.,Negatif
Pengirimannya sangat jelek.,Negatif
Kualitasnya sangat halus.,Positif
Paketnya sangat mengecewakan.,Negatif
Pengirimannya terlalu jelek.,Negatif
Bahannya lumayan rapi.,Positif
Bahannya terlalu kasar.,Negatif
Barang ini sangat lambat.,Negatif
Kualitasnya agak penyok.,Negatif
Pelayanannya lumayan kasar.,Negatif
Bahannya terlalu mengecewakan.,Negatif
Bahannya lumayan halus.,Positif
Produknya benar-benar penyok.,Negatif
Barang ini cukup mengecewakan.,Negatif
Paketnya cukup halus.,Positif
Produknya lumayan rusak.,Negatif
Pelayanannya lumayan rusak.,Negatif
Kualitasnya terlalu penyok.,Negatif
Pengirimannya cukup jelek.,Negatif
Kualitasnya terlalu halus.,Positif
Paketnya terlalu mantap.,Positif
Pelayanannya benar-benar rapi.,Positif
Pelayanannya cukup cepat.,Positif
Paketnya lumayan rapi.,Positif
Pengirimannya lumayan penyok.,Negatif
Kualitasnya cukup buruk.,Negatif
Pengirimannya agak original.,Positif
Pengirimannya cukup penyok.,Negatif
Barang ini terlalu rapi.,Positif
Produknya sangat cepat.,Positif
Barang ini agak buruk.,Negatif
Pengirimannya terlalu palsu.,Negatif
Paketnya cukup mengecewakan.,Negatif
Bahannya agak original.,Positif
Bahannya sangat lambat.,Negatif
Barang ini cukup rapi.,Positif
Pengirimannya cukup bagus.,Positif
Bahannya terlalu halus.,Positif
Pengirimannya sangat oke.,Positif
Barang ini lumayan rusak.,Negatif
Pelayanannya terlalu halus.,Positif
Pelayanannya lumayan mengecewakan.,Negatif
Produknya terlalu memuaskan.,Positif
Kualitasnya terlalu oke.,Positif
Barang ini cukup rapi.,Positif
Kualitasnya lumayan memuaskan.,Positif
Pengirimannya cukup mantap.,Positif
Barang ini benar-benar cepat.,Positif
Produknya benar-benar halus.,Positif
Bahannya sangat penyok.,Negatif
Kualitasnya cukup mengecewakan.,Negatif
Paketnya sangat cepat.,Positif
Bahannya lumayan original.,Positif
Paketnya sangat mengecewakan.,Negatif
Barang ini agak palsu.,Negatif
Pelayanannya agak keren.,Positif
Kualitasnya sangat mantap.,Positif
Pelayanannya lumayan memuaskan.,Positif
Pelayanannya cukup memuaskan.,Positif
Barang ini lumayan palsu.,Negatif
Paketnya benar-benar kasar.,Negatif
Paketnya cukup bagus.,Positif
Pengirimannya cukup oke.,Positif
Paketnya lumayan bagus.,Positif
Produknya sangat cepat.,Positif
Kualitasnya cukup cepat.,Positif
Pelayanannya benar-benar penyok.,Negatif
Paketnya terlalu mengecewakan.,Negatif
Produknya agak rusak.,Negatif
Paketnya agak mantap.,Positif
Bahannya lumayan cepat.,Positif
Barang ini benar-benar buruk.,Negatif
Paketnya benar-benar halus.,Positif
Produknya benar-benar memuaskan.,Positif
Produknya benar-benar original.,Positif
Barang ini benar-benar memuaskan.,Positif
Pelayanannya agak halus.,Positif
Kualitasnya lumayan penyok.,Negatif
Pengirimannya benar-benar cepat.,Positif
Pelayanannya lumayan oke.,Positif
Pengirimannya lumayan keren.,Positif
Barang ini agak mengecewakan.,Negatif
Pengirimannya cukup rusak.,Negatif
Bahannya sangat halus.,Positif
Bahannya terlalu buruk.,Negatif
Bahannya sangat mengecewakan.,Negatif
Pelayanannya lumayan original.,Positif
Produknya benar-benar rusak.,Negatif
Pengirimannya benar-benar penyok.,Negatif
Produknya cukup mantap.,Positif
Pelayanannya agak mengecewakan.,Negatif
Paketnya agak oke.,Positif
Pelayanannya agak mengecewakan.,Negatif
Pengirimannya benar-benar bagus.,Positif
Kualitasnya agak buruk.,Negatif
Pengirimannya agak cepat.,Positif
Kualitasnya lumayan lambat.,Negatif
Paketnya cukup halus.,Positif
Pengirimannya lumayan jelek.,Negatif
Pengirimannya terlalu lambat.,Negatif
Bahannya lumayan mantap.,Positif
Paketnya cukup oke.,Positif
Paketnya sangat mantap.,Positif
Produknya sangat cepat.,Positif
Pelayanannya agak oke.,Positif
Kualitasnya benar-benar rusak.,Negatif
Bahannya lumayan mengecewakan.,Negatif
Pengirimannya sangat oke.,Positif
Produknya cukup rusak.,Negatif
Pelayanannya sangat bagus.,Positif
Pengirimannya sangat bagus.,Positif
Bahannya lumayan keren.,Positif
Pelayanannya agak mantap.,Positif
Bahannya sangat penyok.,Negatif
Bahannya lumayan memuaskan.,Positif
Kualitasnya sangat mengecewakan.,Negatif
Bahannya agak rapi.,Positif
Kualitasnya lumayan penyok.,Negatif
Kualitasnya benar-benar mantap.,Positif
Pelayanannya terlalu halus.,Positif
Barang ini terlalu original.,Positif
Barang ini terlalu rapi.,Positif
Produknya sangat halus.,Positif
Produknya agak rapi.,Positif
Pengirimannya cukup keren.,Positif
Kualitasnya cukup keren.,Positif
Pelayanannya terlalu palsu.,Negatif
Paketnya lumayan original.,Positif
Barang ini benar-benar penyok.,Negatif
Pengirimannya terlalu memuaskan.,Positif
Barang ini cukup cepat.,Positif
Kualitasnya agak original.,Positif
Pelayanannya agak rusak.,Negatif
Bahannya agak mengecewakan.,Negatif
Produknya agak buruk.,Negatif
Produknya lumayan kasar.,Negatif
Paketnya terlalu rusak.,Negatif
Produknya benar-benar halus.,Positif
Produknya benar-benar memuaskan.,Positif
Produknya agak bagus.,Positif
Barang ini sangat bagus.,Positif
Kualitasnya lumayan lambat.,Negatif
Bahannya lumayan keren.,Positif
Bahannya terlalu palsu.,Negatif
Paketnya terlalu kasar.,Negatif
Pengirimannya benar-benar kasar.,Negatif
Paketnya benar-benar kasar.,Negatif
Pelayanannya terlalu kasar.,Negatif
Bahannya lumayan rapi.,Positif
Pelayanannya benar-benar oke.,Positif
Bahannya benar-benar palsu.,Negatif
Bahannya agak palsu.,Negatif
Bahannya terlalu halus.,Positif
Pelayanannya lumayan jelek.,Negatif
Produknya agak memuaskan.,Positif
Bahannya agak palsu.,Negatif
Paketnya benar-benar kasar.,Negatif
Bahannya cukup cepat.,Positif
Barang ini sangat rusak.,Negatif
Pengirimannya sangat oke.,Positif
Kualitasnya agak jelek.,Negatif
Paketnya terlalu kasar.,Negatif
Produknya sangat penyok.,Negatif
Pelayanannya agak cepat.,Positif
Pelayanannya agak buruk.,Negatif
Kualitasnya benar-benar keren.,Positif
Pengirimannya sangat jelek.,Negatif
Pelayanannya benar-benar buruk.,Negatif
Pelayanannya lumayan bagus.,Positif
Pengirimannya benar-benar palsu.,Negatif
Pelayanannya agak rusak.,Negatif
Pengirimannya lumayan lambat.,Negatif
Pelayanannya lumayan kasar.,Negatif
Pengirimannya lumayan original.,Positif
Produknya benar-benar palsu.,Negatif
Kualitasnya lumayan kasar.,Negatif
Kualitasnya cukup palsu.,Negatif
Paketnya agak kasar.,Negatif
Bahannya lumayan lambat.,Negatif
Pelayanannya sangat buruk.,Negatif
Kualitasnya cukup bagus.,Positif
Pengirimannya cukup halus.,Positif
Bahannya benar-benar bagus.,Positif
Paketnya benar-benar mengecewakan.,Negatif
Bahannya terlalu original.,Positif
Pengirimannya agak memuaskan.,Positif
Pengirimannya sangat cepat.,Positif
Paketnya benar-benar halus.,Positif
Pelayanannya lumayan mantap.,Positif
Pengirimannya lumayan palsu.,Negatif
Kualitasnya lumayan lambat.,Negatif
Produknya terlalu rapi.,Positif
Produknya agak rapi.,Positif
Paketnya agak halus.,Positif
Produknya sangat original.,Positif
Bahannya sangat penyok.,Negatif
Pengirimannya lumayan mantap.,Positif
Barang ini benar-benar bagus.,Positif
Kualitasnya agak mengecewakan.,Negatif
Bahannya terlalu penyok.,Negatif
Paketnya lumayan rusak.,Negatif
Barang ini terlalu keren.,Positif
Barang ini lumayan original.,Positif
Bahannya cukup original.,Positif
Produknya sangat memuaskan.,Positif
Kualitasnya cukup buruk.,Negatif
Barang ini cukup memuaskan.,Positif
Kualitasnya benar-benar palsu.,Negatif
Barang ini sangat kasar.,Negatif
Produknya lumayan original.,Positif
Barang ini benar-benar lambat.,Negatif
Barang ini cukup bagus.,Positif
Bahannya lumayan penyok.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Pelayanannya sangat palsu.,Negatif
Pelayanannya agak lambat.,Negatif
Pelayanannya benar-benar keren.,Positif
Barang ini terlalu lambat.,Negatif
Pelayanannya terlalu original.,Positif
Bahannya lumayan rusak.,Negatif
Bahannya benar-benar bagus.,Positif
Produknya terlalu cepat.,Positif
Bahannya terlalu palsu.,Negatif
Paketnya terlalu cepat.,Positif
Kualitasnya sangat rusak.,Negatif
Bahannya lumayan mantap.,Positif
Paketnya benar-benar rusak.,Negatif
Pengirimannya cukup buruk.,Negatif
Pengirimannya benar-benar bagus.,Positif
Bahannya lumayan buruk.,Negatif
Pelayanannya agak lambat.,Negatif
Barang ini lumayan kasar.,Negatif
Bahannya sangat cepat.,Positif
Barang ini benar-benar bagus.,Positif
Pelayanannya lumayan bagus.,Positif
Barang ini cukup mantap.,Positif
Pelayanannya lumayan lambat.,Negatif
Barang ini terlalu rusak.,Negatif
Pelayanannya agak memuaskan.,Positif
Produknya cukup mengecewakan.,Negatif
Barang ini agak lambat.,Negatif
Produknya benar-benar keren.,Positif
Produknya agak palsu.,Negatif
Pengirimannya terlalu original.,Positif
Barang ini sangat halus.,Positif
Bahannya terlalu mengecewakan.,Negatif
Bahannya lumayan mantap.,Positif
Pengirimannya terlalu kasar.,Negatif
Kualitasnya benar-benar mengecewakan.,Negatif
Pengirimannya terlalu penyok.,Negatif
Produknya cukup memuaskan.,Positif
Kualitasnya agak jelek.,Negatif
Pengirimannya lumayan rapi.,Positif
Pelayanannya cukup bagus.,Positif
Bahannya cukup lambat.,Negatif
Paketnya lumayan keren.,Positif
Barang ini terlalu original.,Positif
Pelayanannya lumayan rapi.,Positif
Pengirimannya agak original.,Positif
Pengirimannya sangat kasar.,Negatif
Kualitasnya cukup mengecewakan.,Negatif
Kualitasnya benar-benar rapi.,Positif
Bahannya agak memuaskan.,Positif
Kualitasnya cukup buruk.,Negatif
Pengirimannya agak mantap.,Positif
Pengirimannya lumayan jelek.,Negatif
Barang ini lumayan original.,Positif
Paketnya benar-benar jelek.,Negatif
Bahannya lumayan keren.,Positif
Produknya lumayan oke.,Positif
Kualitasnya agak halus.,Positif
Paketnya benar-benar halus.,Positif
Barang ini terlalu rusak.,Negatif
Pelayanannya benar-benar kasar.,Negatif
Pelayanannya lumayan rapi.,Positif
Barang ini terlalu rusak.,Negatif
Kualitasnya cukup rusak.,Negatif
Paketnya benar-benar oke.,Positif
Produknya benar-benar penyok.,Negatif
Produknya agak buruk.,Negatif
Pelayanannya lumayan keren.,Positif
Bahannya sangat palsu.,Negatif
Pengirimannya benar-benar kasar.,Negatif
Pengirimannya cukup original.,Positif
Bahannya cukup kasar.,Negatif
Kualitasnya terlalu rapi.,Positif
Produknya cukup halus.,Positif
Paketnya sangat halus.,Positif
Pengirimannya lumayan bagus.,Positif
Barang ini sangat kasar.,Negatif
Produknya lumayan penyok.,Negatif
Produknya cukup rusak.,Negatif
Paketnya terlalu mantap.,Positif
Kualitasnya cukup buruk.,Negatif
Paketnya cukup penyok.,Negatif
Pelayanannya sangat mantap.,Positif
Pengirimannya agak rapi.,Positif
Kualitasnya benar-benar cepat.,Positif
Produknya terlalu rusak.,Negatif
Bahannya agak jelek.,Negatif
Paketnya lumayan keren.,Positif
Kualitasnya agak mengecewakan.,Negatif
Paketnya terlalu bagus.,Positif
Pelayanannya lumayan buruk.,Negatif
Pelayanannya cukup jelek.,Negatif
Kualitasnya lumayan penyok.,Negatif
Barang ini lumayan mantap.,Positif
Paketnya benar-benar keren.,Positif
Pengirimannya lumayan halus.,Positif
Barang ini benar-benar bagus.,Positif
Bahannya terlalu jelek.,Negatif
Kualitasnya agak penyok.,Negatif
Pengirimannya lumayan original.,Positif
Pengirimannya sangat jelek.,Negatif
Pelayanannya benar-benar lambat.,Negatif
Bahannya benar-benar buruk.,Negatif
Kualitasnya lumayan penyok.,Negatif
Paketnya cukup halus.,Positif
Paketnya benar-benar original.,Positif
Pengirimannya benar-benar jelek.,Negatif
Paketnya sangat jelek.,Negatif
Produknya sangat memuaskan.,Positif
Pengirimannya cukup original.,Positif
Pelayanannya cukup bagus.,Positif
Pengirimannya terlalu kasar.,Negatif
Kualitasnya agak mengecewakan.,Negatif
Pelayanannya sangat penyok.,Negatif
Paketnya agak jelek.,Negatif
Pengirimannya lumayan lambat.,Negatif
Bahannya lumayan rusak.,Negatif
Pengirimannya lumayan penyok.,Negatif
Bahannya sangat mantap.,Positif
Kualitasnya benar-benar bagus.,Positif
Barang ini terlalu rapi.,Positif
Barang ini agak penyok.,Negatif
Barang ini lumayan kasar.,Negatif
Produknya lumayan rapi.,Positif
Pelayanannya agak kasar.,Negatif
Pengirimannya cukup halus.,Positif
Bahannya agak cepat.,Positif
Bahannya cukup palsu.,Negatif
Bahannya agak kasar.,Negatif
Bahannya benar-benar bagus.,Positif
Paketnya benar-benar keren.,Positif
Barang ini agak cepat.,Positif
Barang ini lumayan bagus.,Positif
Paketnya lumayan lambat.,Negatif
Barang ini benar-benar mantap.,Positif
Kualitasnya sangat memuaskan.,Positif
Paketnya terlalu cepat.,Positif
Pelayanannya cukup oke.,Positif
Bahannya terlalu jelek.,Negatif
Pelayanannya lumayan memuaskan.,Positif
Bahannya terlalu oke.,Positif
Pengirimannya terlalu mantap.,Positif
Bahannya sangat mengecewakan.,Negatif
Pengirimannya terlalu mengecewakan.,Negatif
Barang ini sangat mengecewakan.,Negatif
Produknya lumayan penyok.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Produknya agak memuaskan.,Positif
Kualitasnya benar-benar keren.,Positif
Barang ini agak mengecewakan.,Negatif
Kualitasnya terlalu jelek.,Negatif
Bahannya sangat original.,Positif
Kualitasnya sangat halus.,Positif
Paketnya benar-benar halus.,Positif
Paketnya terlalu bagus.,Positif
Paketnya cukup halus.,Positif
Barang ini cukup cepat.,Positif
Bahannya agak buruk.,Negatif
Kualitasnya agak bagus.,Positif
Bahannya benar-benar original.,Positif
Produknya terlalu buruk.,Negatif
Pengirimannya cukup jelek.,Negatif
Pengirimannya cukup rapi.,Positif
Pengirimannya lumayan mantap.,Positif
Pengirimannya terlalu penyok.,Negatif
Pelayanannya cukup jelek.,Negatif
Barang ini lumayan mantap.,Positif
Produknya sangat keren.,Positif
Kualitasnya terlalu lambat.,Negatif
Paketnya benar-benar palsu.,Negatif
Pengirimannya sangat rusak.,Negatif
Kualitasnya agak rapi.,Positif
Kualitasnya cukup oke.,Positif
Pelayanannya agak palsu.,Negatif
Bahannya cukup buruk.,Negatif
Kualitasnya sangat rapi.,Positif
Produknya cukup oke.,Positif
Barang ini sangat original.,Positif
Paketnya lumayan keren.,Positif
Bahannya lumayan memuaskan.,Positif
Bahannya agak memuaskan.,Positif
Barang ini sangat original.,Positif
Paketnya sangat mengecewakan.,Negatif
Pengirimannya benar-benar memuaskan.,Positif
Paketnya sangat buruk.,Negatif
Bahannya agak penyok.,Negatif
Pengirimannya lumayan lambat.,Negatif
Pelayanannya cukup penyok.,Negatif
Pelayanannya terlalu palsu.,Negatif
Pelayanannya lumayan bagus.,Positif
Barang ini sangat jelek.,Negatif
Pengirimannya sangat halus.,Positif
Barang ini cukup halus.,Positif
Bahannya lumayan jelek.,Negatif
Paketnya sangat rusak.,Negatif
Barang ini benar-benar original.,Positif
Bahannya benar-benar penyok.,Negatif
Produknya sangat mantap.,Positif
Kualitasnya terlalu lambat.,Negatif
Paketnya sangat mantap.,Positif
Barang ini agak cepat.,Positif
Kualitasnya cukup palsu.,Negatif
Kualitasnya lumayan original.,Positif
Bahannya agak palsu.,Negatif
Produknya lumayan rusak.,Negatif
Produknya sangat original.,Positif
Kualitasnya agak bagus.,Positif
Paketnya lumayan mantap.,Positif
Paketnya terlalu penyok.,Negatif
Pengirimannya lumayan buruk.,Negatif
Pelayanannya cukup lambat.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Pelayanannya lumayan keren.,Positif
Pengirimannya lumayan mantap.,Positif
Kualitasnya benar-benar keren.,Positif
Kualitasnya sangat palsu.,Negatif
Kualitasnya agak mengecewakan.,Negatif
Barang ini sangat mengecewakan.,Negatif
Pengirimannya terlalu palsu.,Negatif
Produknya benar-benar keren.,Positif
Pengirimannya sangat palsu.,Negatif
Barang ini agak buruk.,Negatif
Barang ini benar-benar halus.,Positif
Paketnya agak original.,Positif
Paketnya terlalu halus.,Positif
Barang ini benar-benar jelek.,Negatif
Kualitasnya lumayan jelek.,Negatif
Produknya sangat halus.,Positif
Barang ini agak cepat.,Positif
Kualitasnya agak rusak.,Negatif
Paketnya sangat mengecewakan.,Negatif
Pengirimannya sangat palsu.,Negatif
Paketnya agak buruk.,Negatif
Pengirimannya sangat penyok.,Negatif
Barang ini sangat penyok.,Negatif
Produknya sangat mantap.,Positif
Paketnya lumayan bagus.,Positif
Produknya lumayan cepat.,Positif
Bahannya lumayan mantap.,Positif
Kualitasnya benar-benar mantap.,Positif
Bahannya cukup buruk.,Negatif
Pengirimannya sangat buruk.,Negatif
Pelayanannya lumayan halus.,Positif
Barang ini terlalu rapi.,Positif
Bahannya terlalu palsu.,Negatif
Kualitasnya terlalu oke.,Positif
